sigma,sign,type,m,src,isValidation,id,answer,error,unsignedError,index
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,35,0.18,-0.08,0.08,19
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,35,-0.25,0.05,0.05,20
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,35,0.81,-0.01,0.01,21
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,35,-0.25,0.05,0.05,22
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,35,0.51,-0.11,0.11,23
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,35,0.41,-0.01,0.01,24
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,35,0.79,-0.59,0.59,25
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,35,0.12,-0.02,0.02,26
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,35,-0.1,0,0,27
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,35,-0.51,0.11,0.11,28
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,35,0.17,-0.07,0.07,29
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,35,-0.12,0.02,0.02,30
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,35,0.06,-0.16,0.16,31
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,35,-0.82,0.02,0.02,32
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,35,0.79,-0.39,0.39,33
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,35,0.42,-0.02,0.02,34
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,35,0.85,-0.05,0.05,35
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,35,-0.1,0,0,36
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,35,0.3,-0.1,0.1,37
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,35,-0.51,0.11,0.11,38
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,35,-1,0.2,0.2,39
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,35,0.44,-0.24,0.24,40
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,35,-0.73,0.33,0.33,41
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,35,-0.8,0,0,42
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,35,0.93,-0.13,0.13,43
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,35,-0.89,0.49,0.49,44
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,35,0.54,-0.44,0.44,45
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,35,-0.45,0.05,0.05,46
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,35,0.42,-0.32,0.32,48
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,35,0.58,-0.18,0.18,47
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,35,0.4,-0.3,0.3,49
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,35,-0.57,0.37,0.37,50
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,35,0.39,-0.19,0.19,51
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,35,-0.87,0.07,0.07,52
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,35,-0.84,0.04,0.04,54
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,35,-0.31,0.11,0.11,55
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,35,-0.31,0.11,0.11,56
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,35,0.55,-0.15,0.15,58
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,35,-0.12,0.02,0.02,57
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,35,0.91,-0.11,0.11,59
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,35,-0.84,0.04,0.04,60
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,35,0.56,-0.16,0.16,63
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,35,0.63,-0.23,0.23,61
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,35,-0.24,0.04,0.04,62
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,35,-0.96,0.16,0.16,64
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,35,0.98,-0.18,0.18,65
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,35,-0.55,0.15,0.15,66
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,35,0.29,-0.09,0.09,67
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,35,-0.14,0.04,0.04,68
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,35,0.14,-0.04,0.04,69
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,35,0.19,0.01,0.01,70
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,35,-0.19,0.09,0.09,71
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,35,-0.82,0.02,0.02,72
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,35,0.98,-0.18,0.18,73
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,35,-0.68,0.28,0.28,74
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,35,0.57,-0.17,0.17,75
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,35,-0.81,0.01,0.01,76
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,35,-0.66,0.26,0.26,77
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,35,0.42,-0.02,0.02,78
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,35,-0.32,0.12,0.12,79
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,35,0.89,-0.09,0.09,82
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,35,-0.49,0.09,0.09,81
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,35,-0.42,0.22,0.22,83
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,35,-0.35,0.15,0.15,84
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,35,0.12,-0.02,0.02,85
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,35,-0.24,0.14,0.14,86
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,35,-0.12,0.02,0.02,87
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,35,0.24,-0.04,0.04,88
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,35,-1,0.2,0.2,89
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,35,0.14,-0.04,0.04,90
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,35,0.29,-0.09,0.09,91
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,35,0.57,-0.37,0.37,94
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,35,-0.64,0.24,0.24,93
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,35,0.89,-0.09,0.09,95
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,35,0.6,-0.4,0.4,96
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,35,-0.15,-0.05,0.05,97
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,35,0.51,-0.11,0.11,98
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,35,0.14,-0.04,0.04,99
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,36,0.96,-0.16,0.16,0
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,36,-0.83,0.03,0.03,1
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,36,0.84,-0.04,0.04,3
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,36,0.81,-0.01,0.01,4
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,36,0.13,0.07,0.07,5
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,36,-0.05,-0.05,0.05,6
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,36,0.16,0.24,0.24,7
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,36,-0.17,0.07,0.07,8
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,36,-0.4,0,0,9
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,36,0,-0.1,0.1,10
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,36,0.8,0,0,11
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,36,-1,0.2,0.2,12
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,36,0.74,0.06,0.06,13
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,36,-0.2,0,0,14
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,36,-0.25,0.05,0.05,15
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,36,-0.08,-0.12,0.12,16
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,36,-0.28,0.08,0.08,17
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,36,-0.28,0.08,0.08,18
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,36,-0.56,0.16,0.16,19
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,36,-0.2,0.1,0.1,20
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,36,0.47,-0.07,0.07,21
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,36,-0.35,0.25,0.25,22
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,36,-0.43,0.03,0.03,23
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,36,-0.34,0.14,0.14,25
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,36,-0.12,0.02,0.02,24
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,36,0.34,-0.24,0.24,26
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,36,0.4,-0.3,0.3,27
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,36,0.38,0.02,0.02,28
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,36,-0.56,0.16,0.16,29
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,36,0.35,0.05,0.05,30
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,36,0.27,-0.07,0.07,31
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,36,-0.81,0.01,0.01,32
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,36,-0.62,0.22,0.22,33
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,36,-0.8,0,0,34
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,36,0.12,-0.02,0.02,35
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,36,0.61,-0.41,0.41,36
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,36,0.1,0,0,37
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,36,0.2,0,0,38
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,36,-0.88,0.08,0.08,39
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,36,-0.74,-0.06,0.06,40
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,36,0.43,-0.03,0.03,41
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,36,0.13,-0.03,0.03,42
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,36,0.26,-0.06,0.06,43
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,36,-0.83,0.03,0.03,45
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,36,-0.11,0.01,0.01,46
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,36,0.7,0.1,0.1,47
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,36,0.25,-0.05,0.05,48
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,36,-0.78,-0.02,0.02,49
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,36,-0.49,0.09,0.09,50
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,36,0.27,-0.07,0.07,51
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,36,-0.85,0.05,0.05,52
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,36,-0.33,0.13,0.13,53
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,36,0.45,-0.05,0.05,54
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,36,0.13,-0.03,0.03,55
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,36,0.82,-0.02,0.02,56
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,36,0.92,-0.12,0.12,57
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,36,0.36,0.04,0.04,58
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,36,-0.09,-0.01,0.01,59
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,36,0,0.1,0.1,60
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,36,0.09,-0.29,0.29,61
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,36,0.34,0.06,0.06,62
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,36,0.4,0,0,63
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,36,-0.39,-0.01,0.01,66
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,36,0.16,-0.06,0.06,64
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,36,-0.22,0.02,0.02,67
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,36,-0.47,0.07,0.07,68
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,36,0.4,0,0,69
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,36,0.79,0.01,0.01,70
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,36,0.16,0.04,0.04,71
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,36,-0.82,0.02,0.02,73
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,36,0.15,-0.05,0.05,74
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,36,0.8,0,0,72
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,36,-0.22,0.02,0.02,75
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,36,-0.46,0.06,0.06,76
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,36,0.7,0.1,0.1,77
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,36,-0.22,0.02,0.02,78
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,36,0.58,-0.38,0.38,79
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,36,0.29,-0.19,0.19,80
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,36,-0.77,-0.03,0.03,81
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,36,0.55,0.25,0.25,83
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,36,0.24,-0.04,0.04,85
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,36,-0.28,0.08,0.08,84
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,36,0.1,0,0,86
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,36,-0.2,0.1,0.1,87
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,36,0.16,-0.06,0.06,88
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,36,-0.12,0.02,0.02,89
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,36,0.2,0,0,90
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,36,0.45,-0.05,0.05,93
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,36,-0.45,0.05,0.05,92
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,36,-0.63,-0.17,0.17,91
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,36,0.23,-0.03,0.03,94
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,36,-0.42,0.02,0.02,95
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,36,0.4,0,0,96
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,36,-0.17,0.07,0.07,97
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,36,-0.25,0.15,0.15,98
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,37,0.65,-0.25,0.25,0
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,36,-0.83,0.43,0.43,99
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,37,-1,0.9,0.9,2
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,37,-1,0.2,0.2,4
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,37,-0.22,0.02,0.02,3
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,37,0.09,0.01,0.01,5
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,37,-0.25,0.15,0.15,8
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,37,1,-0.2,0.2,6
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,37,0.99,-1.39,1.39,7
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,37,-0.14,0.24,0.24,9
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,37,-0.8,0,0,11
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,37,1,-0.2,0.2,12
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,37,-0.84,0.04,0.04,13
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,37,0.79,0.01,0.01,14
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,37,0.31,-0.11,0.11,15
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,37,0.22,-0.12,0.12,17
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,37,-0.43,0.03,0.03,18
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,37,-0.58,0.38,0.38,19
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,37,-0.26,0.06,0.06,20
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,37,-0.49,0.09,0.09,21
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,37,-0.49,0.09,0.09,22
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,37,1,-0.2,0.2,23
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,37,0.26,-0.06,0.06,25
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,37,-0.65,-0.15,0.15,26
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,37,0.93,-0.53,0.53,24
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,37,-0.73,0.53,0.53,27
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,37,0.09,0.01,0.01,28
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,37,0.14,0.06,0.06,29
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,37,0.23,0.17,0.17,30
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,37,-0.07,-0.03,0.03,31
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,37,-0.22,-0.18,0.18,32
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,37,0.44,-0.24,0.24,34
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,37,0.46,-0.06,0.06,35
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,37,0.32,-0.22,0.22,36
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,37,0.99,-0.19,0.19,37
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,37,-0.75,-0.05,0.05,38
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,37,0.6,-0.2,0.2,39
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,37,-0.79,-0.01,0.01,40
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,37,-0.98,1.18,1.18,41
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,37,-0.7,0.3,0.3,44
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,37,-1,0.2,0.2,42
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,37,0.88,-0.08,0.08,45
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,37,-0.91,0.11,0.11,43
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,37,0.83,-1.03,1.03,46
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,37,0.22,-0.02,0.02,47
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,37,0.4,0,0,48
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,37,0.48,-0.38,0.38,49
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,37,0.36,-0.76,0.76,51
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,37,0.34,-0.14,0.14,50
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,37,0.91,-0.11,0.11,52
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,37,-0.37,0.17,0.17,53
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,37,-0.84,0.04,0.04,54
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,37,0.26,-0.16,0.16,56
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,37,0.75,0.05,0.05,57
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,37,0.85,-0.05,0.05,58
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,37,0.86,-0.46,0.46,59
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,37,-0.73,0.33,0.33,60
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,37,-0.46,0.56,0.56,61
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,37,0.8,0,0,63
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,37,-0.04,0.14,0.14,65
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,37,-0.16,-0.04,0.04,62
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,37,0.28,-1.08,1.08,66
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,37,0.22,-0.12,0.12,68
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,37,0.01,-0.21,0.21,69
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,37,-0.13,0.03,0.03,67
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,37,-0.35,0.55,0.55,70
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,37,-0.12,0.02,0.02,71
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,37,-0.13,0.03,0.03,72
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,37,0.81,-0.41,0.41,73
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,37,-0.27,0.17,0.17,76
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,37,0.44,-0.04,0.04,75
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,37,-0.81,0.01,0.01,74
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,37,-0.89,0.09,0.09,77
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,37,-0.49,0.09,0.09,78
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,37,0.34,-0.24,0.24,79
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,37,-0.05,-0.05,0.05,80
