sigma,sign,type,m,src,isValidation,id,answer,error,unsignedError,index
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,37,-0.13,-0.07,0.07,81
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,37,0.22,-0.02,0.02,82
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,37,-0.25,0.15,0.15,83
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,37,-0.38,-0.02,0.02,84
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,37,-0.55,0.15,0.15,85
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,37,0.41,-0.31,0.31,86
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,37,-0.42,0.22,0.22,87
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,37,0.94,-0.54,0.54,88
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,37,-0.42,0.32,0.32,89
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,37,0.52,-0.32,0.32,90
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,37,-0.3,0.1,0.1,92
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,37,-0.29,0.19,0.19,91
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,37,-0.45,0.35,0.35,93
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,37,-0.28,0.08,0.08,96
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,37,0.58,-0.18,0.18,95
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,37,0.55,-0.15,0.15,97
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,37,0.57,-0.37,0.37,99
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,37,1,-0.2,0.2,98
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,38,0.81,-0.01,0.01,2
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,38,-1,0.2,0.2,1
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,38,0.41,-0.01,0.01,0
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,38,1,-0.2,0.2,3
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,38,-1,0.2,0.2,5
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,38,-0.09,-0.01,0.01,6
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,38,0.3,-0.2,0.2,7
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,38,-0.89,0.09,0.09,8
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,38,-0.17,0.07,0.07,9
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,38,0.38,-0.28,0.28,10
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,38,0.93,-0.13,0.13,11
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,38,0.49,-0.09,0.09,13
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,38,-0.21,0.01,0.01,12
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,38,0.19,-0.09,0.09,14
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,38,-0.37,0.17,0.17,15
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,38,-1,0.2,0.2,16
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,38,0.49,-0.09,0.09,17
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,38,-0.23,0.13,0.13,18
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,38,0.14,-0.04,0.04,19
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,38,0.29,-0.19,0.19,20
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,38,-0.25,0.15,0.15,21
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,38,0.3,-0.2,0.2,22
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,38,-0.01,-0.09,0.09,24
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,38,0.17,-0.07,0.07,23
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,38,-0.5,0.1,0.1,26
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,38,-0.78,-0.02,0.02,25
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,38,-0.58,0.18,0.18,27
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,38,0.4,-0.2,0.2,28
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,38,-1,0.2,0.2,29
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,38,0.68,-0.28,0.28,30
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,38,0.5,-0.1,0.1,31
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,38,0.49,-0.09,0.09,32
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,38,-0.34,0.14,0.14,33
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,38,-0.07,-0.03,0.03,34
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,38,-0.27,0.07,0.07,35
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,38,0.11,-0.01,0.01,36
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,38,-0.79,-0.01,0.01,37
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,38,0.13,-0.03,0.03,38
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,38,-0.11,0.01,0.01,39
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,38,0.77,0.03,0.03,40
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,38,-0.54,0.14,0.14,41
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,38,0.94,-0.14,0.14,43
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,38,-0.43,0.33,0.33,42
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,38,0.25,-0.15,0.15,44
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,38,-0.19,-0.21,0.21,45
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,38,0.44,-0.24,0.24,47
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,38,-0.46,0.06,0.06,48
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,38,0.47,-0.27,0.27,49
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,38,0.08,-0.18,0.18,51
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,38,0.46,-0.06,0.06,50
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,38,0.35,0.05,0.05,52
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,38,-0.87,0.07,0.07,53
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,38,0.47,-0.07,0.07,54
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,38,-0.6,0.2,0.2,55
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,38,0.46,-0.26,0.26,56
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,38,0.31,-0.11,0.11,57
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,38,0.43,-0.03,0.03,58
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,38,-0.78,-0.02,0.02,59
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,38,0.31,-0.11,0.11,60
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,38,0.45,-0.05,0.05,61
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,38,-0.16,-0.04,0.04,62
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,38,0.9,-0.1,0.1,63
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,38,-0.79,-0.01,0.01,64
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,38,0.09,0.01,0.01,65
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,38,0.99,-0.19,0.19,67
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,38,-0.4,0,0,66
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,38,0.54,-0.14,0.14,68
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,38,-0.71,0.31,0.31,69
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,38,0.31,-0.11,0.11,70
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,38,-0.9,0.1,0.1,71
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,38,0.82,-0.02,0.02,72
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,38,0.98,-0.18,0.18,73
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,38,-0.58,0.48,0.48,74
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,38,-0.82,0.42,0.42,75
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,38,0.37,-0.17,0.17,78
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,38,-0.63,0.23,0.23,79
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,38,-0.18,0.08,0.08,80
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,38,0.76,0.04,0.04,82
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,38,-0.43,0.23,0.23,83
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,38,-0.32,0.12,0.12,84
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,38,-0.27,0.07,0.07,85
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,38,-0.41,0.21,0.21,86
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,38,-0.22,0.12,0.12,87
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,38,-0.87,0.07,0.07,88
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,38,-0.25,0.05,0.05,89
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,38,0.24,-0.04,0.04,90
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,38,0.37,-0.17,0.17,91
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,38,-0.5,0.1,0.1,92
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,38,0.91,-0.11,0.11,93
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,38,0.95,-0.15,0.15,94
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,38,0.33,-0.23,0.23,95
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,38,0.22,-0.02,0.02,96
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,38,-0.29,0.09,0.09,97
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,38,-0.25,0.05,0.05,98
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,38,-0.48,0.08,0.08,99
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,39,0.88,-0.08,0.08,0
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,39,-0.57,0.17,0.17,1
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,39,-0.57,0.17,0.17,2
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,39,-0.81,0.01,0.01,3
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,39,0.78,0.02,0.02,4
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,39,0.23,-0.03,0.03,5
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,39,0.06,0.04,0.04,6
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,39,-0.91,0.11,0.11,7
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,39,-0.8,0,0,8
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,39,0.46,-0.06,0.06,9
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,39,-0.57,0.17,0.17,10
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,39,0.63,-0.23,0.23,11
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,39,0.23,-0.13,0.13,12
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,39,0.17,-0.07,0.07,13
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,39,0.39,0.01,0.01,14
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,39,0.47,-0.27,0.27,15
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,39,-0.91,0.11,0.11,16
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,39,-0.29,0.09,0.09,17
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,39,0.26,-0.06,0.06,18
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,39,-0.39,0.29,0.29,19
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,39,0.12,-0.02,0.02,20
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,39,-0.13,0.03,0.03,21
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,39,0.4,0,0,22
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,39,-0.51,0.11,0.11,24
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,39,-0.1,0,0,25
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,39,0.43,-0.03,0.03,26
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,39,0.17,-0.07,0.07,28
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,39,0.03,0.07,0.07,27
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,39,0.14,-0.04,0.04,29
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,39,0.12,-0.02,0.02,31
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,39,0.21,-0.01,0.01,32
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,39,0.88,-0.08,0.08,33
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,39,-0.14,0.04,0.04,34
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,39,0.82,-0.02,0.02,35
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,39,0.94,-0.14,0.14,36
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,39,-0.39,-0.01,0.01,38
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,39,0.34,-0.24,0.24,37
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,39,0.37,0.03,0.03,39
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,39,-0.39,0.19,0.19,40
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,39,0.25,-0.05,0.05,41
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,39,-0.74,-0.06,0.06,42
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,39,-0.39,0.19,0.19,43
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,39,0.73,0.07,0.07,44
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,39,-0.25,0.05,0.05,45
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,39,0.39,-0.29,0.29,46
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,39,0.36,-0.16,0.16,47
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,39,-0.33,0.13,0.13,48
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,39,0.16,0.04,0.04,49
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,39,0.33,-0.13,0.13,50
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,39,-0.11,0.01,0.01,51
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,39,-0.54,0.14,0.14,52
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,39,0.84,-0.04,0.04,53
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,39,0.11,-0.01,0.01,54
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,39,-0.31,0.21,0.21,55
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,39,0.6,-0.2,0.2,56
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,39,-0.78,-0.02,0.02,58
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,39,0.15,0.05,0.05,57
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,39,-0.81,0.01,0.01,60
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,39,-0.84,0.04,0.04,59
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,39,-0.52,0.32,0.32,61
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,39,0.84,-0.04,0.04,62
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,39,-0.12,-0.28,0.28,63
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,39,-0.31,0.11,0.11,65
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,39,-0.77,-0.03,0.03,64
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,39,-0.51,0.11,0.11,66
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,39,-0.46,0.06,0.06,67
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,39,-0.28,0.08,0.08,68
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,39,-0.25,0.05,0.05,69
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,39,-0.26,0.06,0.06,70
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,39,-0.42,0.02,0.02,71
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,39,-0.19,0.09,0.09,72
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,39,-0.48,0.08,0.08,73
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,39,-0.8,0,0,74
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,39,0.44,-0.04,0.04,76
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,39,0.8,0,0,75
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,39,-0.26,0.16,0.16,77
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,39,-0.25,0.15,0.15,78
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,39,0.71,-0.51,0.51,79
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,39,-0.12,0.02,0.02,81
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,39,-0.3,0.1,0.1,82
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,39,0.17,-0.07,0.07,83
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,39,-0.17,-0.03,0.03,84
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,39,-0.07,-0.03,0.03,85
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,39,-0.44,0.04,0.04,87
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,39,0.33,-0.13,0.13,88
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,39,-0.74,-0.06,0.06,89
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,39,0.48,-0.08,0.08,90
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,39,0.5,-0.1,0.1,91
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,39,0.82,-0.02,0.02,92
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,39,1,-0.2,0.2,93
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,39,-0.89,0.09,0.09,94
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,39,0.93,-0.13,0.13,95
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,39,0.26,-0.06,0.06,96
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,39,0.53,-0.13,0.13,97
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,39,-0.22,0.12,0.12,98
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,39,0.48,-0.08,0.08,99
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,40,0.75,-0.35,0.35,0
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,40,0.85,-0.05,0.05,1
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,40,0.11,-0.01,0.01,2
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,40,-0.75,-0.05,0.05,3
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,40,-0.25,0.15,0.15,4
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,40,0.45,-0.25,0.25,5
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,40,0.2,-0.1,0.1,6
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,40,-0.83,0.03,0.03,7
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,40,0.4,0,0,9
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,40,-0.25,0.05,0.05,10
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,40,0.88,-0.08,0.08,11
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,40,0.22,-0.12,0.12,12
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,40,-0.12,0.02,0.02,13
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,40,-0.34,0.24,0.24,14
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,40,-0.44,0.04,0.04,15
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,40,-0.54,0.14,0.14,16
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,40,0.25,-0.05,0.05,17
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,40,0.87,-0.07,0.07,18
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,40,0.92,-0.12,0.12,20
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,40,1,-0.2,0.2,21
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,40,0.34,-0.14,0.14,22
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,40,0.31,0.09,0.09,23
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,40,-0.8,0,0,24
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,40,-1,0.2,0.2,25
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,40,-0.17,0.07,0.07,26
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,40,0.42,-0.22,0.22,27
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,40,0.74,0.06,0.06,28
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,40,-0.41,0.21,0.21,29
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,40,0.2,-0.3,0.3,30
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,40,-0.93,0.13,0.13,32
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,40,0.2,0,0,31
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,40,-0.42,0.02,0.02,33
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,40,0.36,-0.26,0.26,34
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,40,0.4,0,0,35
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,40,0.38,0.02,0.02,36
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,40,-0.27,0.17,0.17,37
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,40,0.79,0.01,0.01,38
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,40,-0.76,-0.04,0.04,39
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,40,0.38,0.02,0.02,40
